Page Name	Page URL	Ad Group ID	Ad ID	Ad Text	Photo/Video ID	Ad Impressions	Ad Impressions Range high	Ad Impressions Range low	Ad Impressions Range avg	Ad Group Age Gender Reach 18-24 female	Ad Group Age Gender Reach 18-24 male	Ad Group Age Gender Reach 18-24 unknown	Ad Group Age Gender Reach 25-34 female	Ad Group Age Gender Reach 25-34 male	Ad Group Age Gender Reach 25-34 unknown	Ad Group Age Gender Reach 35-44 female	Ad Group Age Gender Reach 35-44 male	Ad Group Age Gender Reach 35-44 unknown	Ad Group Age Gender Reach 45-54 female	Ad Group Age Gender Reach 45-54 male	Ad Group Age Gender Reach 45-54 unknown	Ad Group Age Gender Reach 55-64 female	Ad Group Age Gender Reach 55-64 male	Ad Group Age Gender Reach 55-64 unknown	Ad Group Age Gender Reach 65+ female	Ad Group Age Gender Reach 65+ male	Ad Group Age Gender Reach 65+ unknown	Ad Group Age Gender Reach Avg Volume 18-24 female	Ad Group Age Gender Reach Avg Volume 18-24 male	Ad Group Age Gender Reach Avg Volume 18-24 unknown	Ad Group Age Gender Reach Avg Volume 25-34 female	Ad Group Age Gender Reach Avg Volume 25-34 male	Ad Group Age Gender Reach Avg Volume 25-34 unknown	Ad Group Age Gender Reach Avg Volume 35-44 female	Ad Group Age Gender Reach Avg Volume 35-44 male	Ad Group Age Gender Reach Avg Volume 35-44 unknown	Ad Group Age Gender Reach Avg Volume 45-54 female	Ad Group Age Gender Reach Avg Volume 45-54 male	Ad Group Age Gender Reach Avg Volume 45-54 unknown	Ad Group Age Gender Reach Avg Volume 55-64 female	Ad Group Age Gender Reach Avg Volume 55-64 male	Ad Group Age Gender Reach Avg Volume 55-64 unknown	Ad Group Age Gender Reach Avg Volume 65+ female	Ad Group Age Gender Reach Avg Volume 65+ male	Ad Group Age Gender Reach Avg Volume 65+ unknown	Ad Group Region Reach England	Ad Group Region Reach Northern Ireland	Ad Group Region Reach Scotland	Ad Group Region Reach Wales	Ad Start Date	Ad Start Date String	Ad End Date	Ad End Date String
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	74	1509	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in Britain! BeLeave"	2882	2000000-4999999	4999999	2000000	3499999	7%	7%	<1%	9%	9%	<1%	8%	7%	<1%	11%	10%	<1%	8%	7%	<1%	8%	6%	<1%	630000	630000	0	875000	875000	0	1225000	1225000	0	1575000	1575000	0	1924999	1924999	0	2274999	2274999	0	99%			1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	74	1510	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in a Brighter Future BeLeave"	2882	1000000-1999999	1999999	1000000	1499999	7%	7%	<1%	9%	9%	<1%	8%	7%	<1%	11%	10%	<1%	8%	7%	<1%	8%	6%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	99%			1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	77	1511	"Inside the EU our future is in controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2883	20000-49999	49999	20000	34999	10%	8%	<1%	12%	10%	<1%	8%	7%	<1%	9%	9%	<1%	7%	6%	<1%	6%	6%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	77	1512	"Inside the EU our future is controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2883	200000-499999	499999	200000	349999	10%	8%	<1%	12%	10%	<1%	8%	7%	<1%	9%	9%	<1%	7%	6%	<1%	6%	6%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	77	1513	"Inside the EU our future is controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2883	500000-999999	999999	500000	749999	10%	8%	<1%	12%	10%	<1%	8%	7%	<1%	9%	9%	<1%	7%	6%	<1%	6%	6%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	79	1514	"Under EU regulations we are unable to pave a prosperous path for our nation's future. Isn't it time we became an independent power again and reclaim our national sovereignty? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2884	2000000-4999999	4999999	2000000	3499999	9%	7%	<1%	10%	9%	<1%	8%	7%	<1%	10%	9%	<1%	9%	7%	<1%	8%	5%	<1%	630000	630000	0	875000	875000	0	1225000	1225000	0	1575000	1575000	0	1924999	1924999	0	2274999	2274999	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	79	1515	"Under EU regulations we are unable to pave a prosperous path for our nation's future. Isn't it time we became an independent power again and reclaim our national sovereignty? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2884	2000000-4999999	4999999	2000000	3499999	9%	7%	<1%	10%	9%	<1%	8%	7%	<1%	10%	9%	<1%	9%	7%	<1%	8%	5%	<1%	630000	630000	0	875000	875000	0	1225000	1225000	0	1575000	1575000	0	1924999	1924999	0	2274999	2274999	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1516	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2881	1000-4999	4999	1000	2999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1517	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2881	200000-499999	499999	200000	349999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1518	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2881	500000-999999	999999	500000	749999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1519	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2881	1000000-1999999	1999999	1000000	1499999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1520	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2881	20000-49999	49999	20000	34999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	85	1521	"Inside the EU, we are powerless to control our nation's future. Isn't it time we chart our own destiny and chase the opportunities we know will make Britain successful? Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2881	100000-199999	199999	100000	149999	10%	11%	<1%	13%	13%	<1%	8%	9%	<1%	5%	7%	<1%	5%	6%	<1%	7%	7%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	96%	1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1522	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in Britain! BeLeave"	2882	1000-4999	4999	1000	2999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1523	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in Britain! BeLeave"	2882	50000-99999	99999	50000	74999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1524	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in a Brighter Future BeLeave"	2882	200000-499999	499999	200000	349999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1525	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU on 23 June so we can make our own decisions moving forward.  BeLeave in a Brighter Future BeLeave"	2882	1000000-1999999	1999999	1000000	1499999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1526	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2882	20000-49999	49999	20000	34999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	91	1527	"Outside of the EU we will become a prosperous and competitive nation that is equipped to lead on a global stage. Let's stop EU regulators from controlling our great nation! Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2882	50000-99999	99999	50000	74999	8%	11%	<1%	10%	12%	<1%	7%	8%	<1%	6%	8%	<1%	7%	7%	<1%	9%	7%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	95%	1%		4%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	95	1528	"Inside the EU our future is in controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2883	0-999	999	0	499	18%	15%	<1%	22%	20%	<1%	12%	11%	<1%	<1%	<1%	<1%							90	90	0	125	125	0	175	175	0	0	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	95	1529	"Inside the EU our future is controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2883	5000-9999	9999	5000	7499	18%	15%	<1%	22%	20%	<1%	12%	11%	<1%	<1%	<1%	<1%							1350	1350	0	1875	1875	0	2625	2625	0	0	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	95	1530	"Inside the EU our future is controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2883	100000-199999	199999	100000	149999	18%	15%	<1%	22%	20%	<1%	12%	11%	<1%	<1%	<1%	<1%							27000	27000	0	37500	37500	0	52500	52500	0	0	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	95	1531	"Inside the EU our future is controlled by unelected officials that have no idea what is important to us! Shouldn't we be in control of our future? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2883	200000-499999	499999	200000	349999	18%	15%	<1%	22%	20%	<1%	12%	11%	<1%	<1%	<1%	<1%							63000	63000	0	87500	87500	0	122500	122500	0	0	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	98	1532	"Under EU regulations we are unable to pave a prosperous path for our nation's future. Isn't it time we became an independent power again and reclaim our national sovereignty? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2884	5000-9999	9999	5000	7499	18%	13%	<1%	22%	20%	<1%	12%	12%	<1%	1%	<1%	<1%							1350	1350	0	1875	1875	0	2625	2625	0	3375	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	98	1533	"Under EU regulations we are unable to pave a prosperous path for our nation's future. Isn't it time we became an independent power again and reclaim our national sovereignty? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2884	100000-199999	199999	100000	149999	18%	13%	<1%	22%	20%	<1%	12%	12%	<1%	1%	<1%	<1%							27000	27000	0	37500	37500	0	52500	52500	0	67500	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	98	1534	"Under EU regulations we are unable to pave a prosperous path for our nation's future. Isn't it time we became an independent power again and reclaim our national sovereignty? Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2884	200000-499999	499999	200000	349999	18%	13%	<1%	22%	20%	<1%	12%	12%	<1%	1%	<1%	<1%							63000	63000	0	87500	87500	0	122500	122500	0	157500	0	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	100	1535	"The EU should not be able to tax and force quotas on our streaming services! It is time to Brexit and chill. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future!  BeLeave in Britain! BeLeave"	2885	50000-99999	99999	50000	74999	7%	7%	<1%	11%	11%	<1%	8%	9%	<1%	9%	11%	<1%	7%	7%	<1%	6%	5%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	100	1536	"The EU should not be able to tax and force quotas on our streaming services! It is time to Brexit and chill. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future!  BeLeave in a Brighter Future BeLeave"	2885	20000-49999	49999	20000	34999	7%	7%	<1%	11%	11%	<1%	8%	9%	<1%	9%	11%	<1%	7%	7%	<1%	6%	5%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	102	1537	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2886	5000000-9999999	9999999	5000000	7499999	10%	9%	<1%	12%	11%	<1%	9%	8%	<1%	9%	8%	<1%	7%	5%	<1%	7%	4%	<1%	1350000	1350000	0	1875000	1875000	0	2625000	2625000	0	3375000	3375000	0	4124999	4124999	0	4874999	4874999	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	102	1538	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2886	2000000-4999999	4999999	2000000	3499999	10%	9%	<1%	12%	11%	<1%	9%	8%	<1%	9%	8%	<1%	7%	5%	<1%	7%	4%	<1%	630000	630000	0	875000	875000	0	1225000	1225000	0	1575000	1575000	0	1924999	1924999	0	2274999	2274999	0	99%			<1%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1539	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2886	1000-4999	4999	1000	2999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1540	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2886	500000-999999	999999	500000	749999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1541	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2886	500000-999999	999999	500000	749999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1542	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2886	1000000-1999999	1999999	1000000	1499999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1543	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2886	20000-49999	49999	20000	34999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	108	1544	"Being under EU rule is severely restricting our ability to grow and reach our full potential as a great nation. It is time we take a stand for Britain. Let's vote to leave the EU today, 23 June, so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2886	100000-199999	199999	100000	149999	11%	11%	<1%	13%	16%	<1%	8%	9%	<1%	4%	6%	<1%	5%	5%	<1%	7%	5%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	96%	<1%		3%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	111	1545	"The EU should not be able to tax and force quotas on our streaming services! It is time to Brexit and chill. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future!  BeLeave in Britain! BeLeave"	2885	1000-4999	4999	1000	2999	13%	13%	<1%	22%	22%	<1%	13%	14%	<1%	1%	1%	<1%							540	540	0	750	750	0	1050	1050	0	1350	1350	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	111	1546	"The EU should not be able to tax and force quotas on our streaming services! It is time to Brexit and chill. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future!  BeLeave in Britain! BeLeave"	2885	20000-49999	49999	20000	34999	13%	13%	<1%	22%	22%	<1%	13%	14%	<1%	1%	1%	<1%							6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	111	1547	"The EU should not be able to tax and force quotas on our streaming services! It is time to Brexit and chill. Let's vote to leave the EU on 23 June so we can have a clear and prosperous future!  BeLeave in a Brighter Future BeLeave"	2885	0-999	999	0	499	13%	13%	<1%	22%	22%	<1%	13%	14%	<1%	1%	1%	<1%							90	90	0	125	125	0	175	175	0	225	225	0	0	0	0	0	0	0	100%				Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	114	1548	"With a fairer immigration system under our control we can bring in talent from all over the globe - without discrimination - while ensuring British young people more jobs and opportunities! Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in Britain! BeLeave"	2887	2000000-4999999	4999999	2000000	3499999	8%	8%	<1%	10%	11%	<1%	8%	8%	<1%	9%	9%	<1%	8%	6%	<1%	8%	5%	<1%	630000	630000	0	875000	875000	0	1225000	1225000	0	1575000	1575000	0	1924999	1924999	0	2274999	2274999	0	98%	<1%		2%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	114	1549	"With a fairer immigration system under our control we can bring in talent from all over the globe - without discrimination - while ensuring British young people more jobs and opportunities! Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2887	1000000-1999999	1999999	1000000	1499999	8%	8%	<1%	10%	11%	<1%	8%	8%	<1%	9%	9%	<1%	8%	6%	<1%	8%	5%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	98%	<1%		2%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
BrexitCentral	https://www.facebook.com/BrexitCentral-1668690483395661/	114	1550	"With a fairer immigration system under our control we can bring in talent from all over the globe - without discrimination - while ensuring British young people more jobs and opportunities! Let's vote to leave the EU on 23 June so we can have a clear and prosperous future! BeLeave in a Brighter Future BeLeave"	2887	1000000-1999999	1999999	1000000	1499999	8%	8%	<1%	10%	11%	<1%	8%	8%	<1%	9%	9%	<1%	8%	6%	<1%	8%	5%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	98%	<1%		2%	Thu Jun 16 2016 00:00:00 GMT+0100 (BST)	16/06/2016		
